,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Label,URL
1112,41.0,2.0,0.0,4.0,10.0,1.0,31.0,3.0,1.0,0.0,21.0,9.666666666666666,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cajamar-es-caja-rural.bp-pt.com/cajamar1/
1113,25.0,3.0,0.0,0.0,1.0,0.0,18.0,4.0,0.0,0.0,7.0,3.75,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.appieid.us.com/d714kp
1114,235.0,6.0,0.0,0.0,14.0,2.0,16.0,2.0,2.0,0.0,12.0,7.5,10.0,5.5,0.0,9.0,1.0,0.0,196.0,4.0,52.0,2.0,-1.0,-1.0,-1.0,-1.0,1,http://jurnalpangan.com/faxmessage/O/step2.php?l=_JeHDCXZFUq_VJOXK0QWHtoersdfGYDw17742523456676546418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.1252899642528194560278553343InboxLighwsd5dfgsgfgyuiokjlt996123212342_Product-userid&amp;userid
1115,65.0,4.0,1.0,1.0,29.0,3.0,27.0,4.0,3.0,0.0,17.0,6.0,10.0,8.333333333333334,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.tanias-accounting.co.za/includes/최신%20정보/daaum_mail/login.php
1116,26.0,3.0,0.0,0.0,8.0,1.0,18.0,4.0,1.0,0.0,7.0,3.75,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.appieid.us.com/d714kp/
1117,102.0,4.0,0.0,5.0,1.0,0.0,54.0,4.0,0.0,0.0,28.0,12.75,0.0,0.0,0.0,11.0,1.0,0.0,36.0,1.0,32.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.usbank-link-mupyndtfft---com.illmickelsonbeats.com/getStep.php?id=4bfac46e96c0c86248cb0ce2ef161072
1118,55.0,3.0,0.0,5.0,1.0,0.0,54.0,4.0,0.0,0.0,28.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.usbank-link-mupyndtfft---com.illmickelsonbeats.com/
1119,10.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://irezor.ru/
1120,9.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://irezor.ru
1121,46.0,3.0,1.0,2.0,7.0,1.0,19.0,2.0,1.0,0.0,16.0,9.0,5.0,5.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://new-three-update.co/banks/personal.natwest.com
1122,242.0,1.0,1.0,0.0,120.0,11.0,17.0,2.0,11.0,0.0,13.0,8.0,19.0,9.818181818181818,0.0,0.0,0.0,0.0,105.0,3.0,40.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://milzordigital.com/wordpress/wp-content/themes/twentyfifteen/inc/Permission/Console/customer_center/customer-IDPP00C349/myaccount/success/?cmd=_session=&amp;f4405a61195721e56ee281a1dbfa634f&amp;dispatch=877fdb02753eb9aac0e5b58debda1802cee36bfc
1123,213.0,4.0,1.0,0.0,91.0,10.0,15.0,2.0,10.0,0.0,11.0,7.0,22.0,8.0,0.0,0.0,0.0,0.0,107.0,3.0,40.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://newsbrigade.com/wp-admin/css/colors/ocean/js/theme.js/inc-style/grece.PayPaI-ID.pro968/myaccount/identity/?cmd=_session=US&amp;d34320f63d56ede7fd814ae4fb903952&amp;dispatch=28eb2b0dad222b43ece5890ac6c4995f14fbf092
1124,47.0,3.0,1.0,2.0,28.0,2.0,19.0,2.0,2.0,0.0,16.0,9.0,20.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://new-three-update.co/banks/personal.natwest.com/
1125,17.0,2.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://1jsus8c80.ukit.me
1126,48.0,6.0,0.0,0.0,11.0,1.0,13.0,4.0,1.0,1.0,3.0,2.5,9.0,9.0,0.0,9.0,1.0,0.0,15.0,1.0,9.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://34.94.148.132/chat.itau/inde.html?page=chorme.10
1127,132.0,1.0,0.0,0.0,32.0,4.0,15.0,2.0,4.0,0.0,11.0,7.0,10.0,6.75,0.0,0.0,0.0,0.0,85.0,3.0,26.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://patriothost.net/wp-content/plugins/embeded/inc/?s4CV5KL53=MDFD9Eab&amp;xCEN76cxR64=TTxz4P57QAj&amp;govn=a212bG9Ad2VibWFpbC5jby56YQ==
1128,24.0,1.0,0.0,0.0,1.0,0.0,23.0,2.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://serviciodigitacr.online/
1129,24.0,4.0,0.0,0.0,11.0,1.0,13.0,4.0,1.0,1.0,3.0,2.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://34.94.148.132/chat.itau/
1130,154.0,6.0,0.0,0.0,11.0,1.0,13.0,4.0,1.0,1.0,3.0,2.5,9.0,9.0,0.0,9.0,1.0,0.0,121.0,1.0,115.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"http://34.94.148.132/chat.itau/inde.html?page=chorme.10,25,15b5TlwH1O72EFltrkjTWWwdDDhLebLeIeSEnPvEUqbEGKCEEl37F5KQcC4ncbFzHEed7njvm7ydzrwtg4SCtR91WkEr6Tbezm5OET"
1131,130.0,4.0,1.0,0.0,24.0,3.0,15.0,2.0,3.0,0.0,11.0,7.0,9.0,6.666666666666667,0.0,10.0,1.0,0.0,81.0,3.0,41.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://enternetnow.com/images/gdfgd/656f7f95c/signin.php?country.x=US&locale.x=en_US&safeAuth-v=+8htxTp3cqCRq00tSlEqoizhTiFGIscN674LxSOAI
1132,208.0,2.0,1.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,166.0,3.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/login.php?cmd=login_submit&amp;id=4f3ed4b37b67ad1631d711bca08133f24f3ed4b37b67ad1631d711bca08133f2&amp;session=4f3ed4b37b67ad1631d711bca08133f24f3ed4b37b67ad1631d711bca08133f2
1133,42.0,2.0,1.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/login.php
1134,208.0,2.0,1.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,166.0,3.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/login.php?cmd=login_submit&amp;id=93edc5c9b14334ab7394d313b85d1f8a93edc5c9b14334ab7394d313b85d1f8a&amp;session=93edc5c9b14334ab7394d313b85d1f8a93edc5c9b14334ab7394d313b85d1f8a
1135,65.0,2.0,1.0,0.0,40.0,3.0,15.0,2.0,3.0,0.0,12.0,7.0,16.0,12.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://v3automation.in/america/onedrive-updates/onedrive-RD38/index.html
1136,154.0,6.0,0.0,0.0,11.0,1.0,13.0,4.0,1.0,1.0,3.0,2.5,9.0,9.0,0.0,9.0,1.0,0.0,121.0,1.0,115.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"http://34.94.148.132/chat.itau/inde.html?page=chorme.10,25,15E13LT63uleWjTtbrmbSw4d9HrlcReE5ujtjDWRlqqFjDD8HrwWe6SIrOrFQWchP5atvLG4LHrrmgWd2RDUsGE6RlytHR1EsFGW91"
1137,39.0,3.0,0.0,2.0,1.0,0.0,28.0,3.0,0.0,0.0,20.0,8.666666666666666,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.atualizar-meu-cartao.com/inicio.php
1138,23.0,4.0,0.0,0.0,1.0,0.0,13.0,4.0,0.0,1.0,3.0,2.5,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://34.94.148.132/chat.itau
1139,154.0,6.0,0.0,0.0,11.0,1.0,13.0,4.0,1.0,1.0,3.0,2.5,9.0,9.0,0.0,9.0,1.0,0.0,121.0,1.0,115.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"http://34.94.148.132/chat.itau/inde.html?page=chorme.10,25,15lrfKkBsdlGW7tmugCIhbujv1UycdlCtmeuuha2x9sefr212mbRL4TrwR9vLFxCfba183BBldwe53ErBaFLK6dEaTsk6QlFrzaWSs"
1140,27.0,2.0,0.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://owavoice.christexousia.org/
1141,38.0,2.0,0.0,0.0,1.0,0.0,37.0,3.0,0.0,0.0,24.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://owavoice.missionarieswithoutwalls.com/
1142,42.0,2.0,0.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/surf6.php
1143,208.0,2.0,1.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,166.0,3.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/login.php?cmd=login_submit&amp;id=f5410a35f9171f2385b0ae88ee03881cf5410a35f9171f2385b0ae88ee03881c&amp;session=f5410a35f9171f2385b0ae88ee03881cf5410a35f9171f2385b0ae88ee03881c
1144,208.0,2.0,1.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,166.0,3.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/login.php?cmd=login_submit&amp;id=700a3c79c4d2e13939ca88f7c372ccc5700a3c79c4d2e13939ca88f7c372ccc5&amp;session=700a3c79c4d2e13939ca88f7c372ccc5700a3c79c4d2e13939ca88f7c372ccc5
1145,42.0,2.0,0.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/surf2.php
1146,42.0,2.0,0.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/surf4.php
1147,42.0,2.0,0.0,0.0,19.0,2.0,14.0,2.0,2.0,0.0,10.0,6.5,11.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://theumashow.com/wp-includes/face3/surf5.php
1148,119.0,3.0,0.0,4.0,1.0,0.0,61.0,3.0,0.0,0.0,36.0,19.666666666666668,0.0,0.0,0.0,9.0,0.0,1.0,48.0,1.0,44.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://0c584d61-0ba8-48fe-8709-44323bfc47c1.htmlcomponentservice.com/get_draft?id=0c584d_a2d8f130e4a79a0218456c2b5f90d524.html
1149,119.0,3.0,0.0,4.0,1.0,0.0,61.0,3.0,0.0,0.0,36.0,19.666666666666668,0.0,0.0,0.0,9.0,0.0,1.0,48.0,1.0,44.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://ab453bbe-3b65-47cf-9eca-798689d971d5.htmlcomponentservice.com/get_draft?id=0c584d_a2d8f130e4a79a0218456c2b5f90d524.html
1150,21.0,2.0,0.0,1.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://gov.taxin-rebate.com/
1151,130.0,4.0,1.0,0.0,24.0,3.0,15.0,2.0,3.0,0.0,11.0,7.0,9.0,6.666666666666667,0.0,10.0,1.0,0.0,81.0,3.0,41.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://enternetnow.com/images/gdfgd/656f7f95c/signin.php?country.x=US&locale.x=en_US&safeAuth-v=+TcPIjERITtifM1BDzW2TsriZ5FdKR67GWVWCDY49
1152,71.0,5.0,1.0,0.0,13.0,2.0,14.0,3.0,2.0,0.0,8.0,4.0,6.0,5.0,0.0,11.0,1.0,0.0,33.0,1.0,25.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://suryaads.co.in/.szz/update/webmail.php?userid=inquiry@relyantglobal.com
1153,22.0,1.0,0.0,0.0,4.0,1.0,14.0,2.0,1.0,0.0,10.0,6.5,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://steamproxy.net/id/FOTF
1154,28.0,1.0,0.0,0.0,15.0,2.0,13.0,2.0,2.0,0.0,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://twenty5uk.com/Wealth/office/
1155,27.0,1.0,0.0,0.0,8.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://twenty5uk.com/Wealth/office
1156,35.0,2.0,0.0,0.0,6.0,1.0,15.0,3.0,1.0,0.0,7.0,4.333333333333333,4.0,4.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://nikomac.main.jp/blog/ebay-case-open
1157,30.0,2.0,1.0,1.0,1.0,0.0,29.0,3.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://account-peringatan.weebly.com/
1158,131.0,8.0,1.0,1.0,1.0,0.0,81.0,9.0,0.0,0.0,32.0,8.11111111111111,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.paypal.com.0.security-confirmation.d72b69c8e37aec662e13e39d929d6e3d.as2.2u.se/1d72b69c8e37aec662e13e39d929d6e3d1111111111111111
1159,44.0,4.0,1.0,0.0,21.0,2.0,14.0,3.0,2.0,0.0,6.0,4.0,11.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.hasmob.com/selling/alibaba.com/Login.htm
1160,42.0,4.0,1.0,0.0,19.0,2.0,14.0,3.0,2.0,0.0,6.0,4.0,11.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.hasmob.com/ngozi/alibaba.com/Login.htm
1161,63.0,2.0,0.0,0.0,28.0,2.0,20.0,2.0,2.0,0.0,16.0,9.5,14.0,12.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sevilenlezzetler.com/.well-known/pki-validation/isopelletierine
1162,130.0,4.0,1.0,0.0,91.0,10.0,15.0,2.0,10.0,0.0,11.0,7.0,22.0,8.0,0.0,0.0,0.0,0.0,24.0,2.0,8.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://newsbrigade.com/wp-admin/css/colors/ocean/js/theme.js/inc-style/grece.PayPaI-ID.pro968/myaccount/identity/?cmd=_session=US&amp;amp
1163,36.0,2.0,0.0,0.0,21.0,2.0,15.0,3.0,2.0,0.0,7.0,4.333333333333333,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://nikomac.main.jp/blog/ebay-case-open/
1164,20.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bit.do/web-sac-caixa
1165,20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://globalworks.main.jp/
1166,35.0,2.0,0.0,0.0,7.0,1.0,18.0,3.0,1.0,0.0,10.0,5.333333333333333,5.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www.frontshope.com/pages/contact-us
1167,52.0,3.0,1.0,0.0,18.0,2.0,26.0,3.0,2.0,0.0,20.0,8.0,10.0,7.5,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://andrewmilburnjoinery.co.uk/ChaseClean/login/auth.php
1168,22.0,1.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://runescapeservices.com/
1169,22.0,1.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://runescapeservices.com/
1170,75.0,3.0,0.0,0.0,51.0,8.0,17.0,3.0,8.0,0.0,7.0,5.0,7.0,5.25,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://farm.inpulse.tech/vendor/phpunit/phpunit/src/Util/PHP/REMINAN/chase/fin.php
1171,183.0,2.0,0.0,0.0,144.0,5.0,35.0,3.0,5.0,0.0,25.0,11.0,89.0,27.6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://www61.feiraodigitaldosmartphone.com/prod351108f385f8076ee28e76345736bb08lnk/smartphone-samsung-galaxy-a30s-64gb-violeta-4g-4gb-ram-tela-64-cam-tripla-cam-selfie-16mp/p/1555698/te/sa3s
1172,20.0,1.0,0.0,0.0,1.0,0.0,19.0,2.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://dindabrinquedos.com/
1173,72.0,6.0,1.0,0.0,50.0,4.0,13.0,2.0,4.0,0.0,10.0,6.0,16.0,11.25,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://manuscript.ge/uploads/arqivis_fotoebi/.thumbs/online.tsb.co.uk/Login.php
1174,64.0,2.0,0.0,0.0,44.0,3.0,20.0,2.0,3.0,0.0,16.0,9.5,15.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sevilenlezzetler.com/.well-known/pki-validation/isopelletierine/
1175,663.0,8.0,1.0,2.0,600.0,4.0,32.0,5.0,4.0,0.0,9.0,5.6,532.0,148.75,0.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://jk3bt83s.r.eu-west-1.awstrack.me/L0/https:%2F%2Fwww.e-receipts.co%2Fsignin%3Ft=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6IjMwODQzYmEyLTM4OGMtNGYzNS1iNWYwLWQzOGQwNjA0YzIwNyIsImNlbGwiOiJodHRwczovL3FnYmZ3b3c2MGYuZXhlY3V0ZS1hcGkudXMtd2VzdC0yLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiMzFlMzM0MWUtZTY1YS00OGJkLTliNDMtYmY5YmNiNmQ4ZWI2IiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiaWF0IjoxNTk2MDU1NTIzLCJpc3MiOiJodHRwczovL2FwcC5waGlzaHRocmVhdC5jb20iLCJleHAiOjE2MDM4MzE1MjN9.oA6_4iQvW0aC38Jt7FY0TM1SYOdz0EG8SwKYxYc8cFI/1/010201739c5293c0-f22247c1-cb92-4ab6-9c05-20fa834a2c7d-000000/-uKIAXbuWs6SBbNmCFO_6LCTJto=173
1176,516.0,4.0,1.0,1.0,1.0,0.0,17.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,492.0,1.0,489.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://www.e-receipts.co/signin?t=eyJhbGciOiJIUzI1NiJ9.eyJ0cmFja2luZ190b2tlbiI6IjMwODQzYmEyLTM4OGMtNGYzNS1iNWYwLWQzOGQwNjA0YzIwNyIsImNlbGwiOiJodHRwczovL3FnYmZ3b3c2MGYuZXhlY3V0ZS1hcGkudXMtd2VzdC0yLmFtYXpvbmF3cy5jb20vcHJvZC9hcGkvcGhpc2hpbmdjYW1wYWlnbiIsImNhbXBhaWduX3Rva2VuIjoiMzFlMzM0MWUtZTY1YS00OGJkLTliNDMtYmY5YmNiNmQ4ZWI2IiwidGVzdF90b2tlbiI6ZmFsc2UsImV4dGVybmFsX3RyYWluaW5nIjpmYWxzZSwiaWF0IjoxNTk2MDU1NTIzLCJpc3MiOiJodHRwczovL2FwcC5waGlzaHRocmVhdC5jb20iLCJleHAiOjE2MDM4MzE1MjN9.oA6_4iQvW0aC38Jt7FY0TM1SYOdz0EG8SwKYxYc8cFI
1177,38.0,3.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,11.0,7.333333333333333,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://ldsplanettt.yolasite.com/say-hello.php
1178,33.0,1.0,0.0,4.0,10.0,1.0,23.0,2.0,1.0,0.0,19.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://xn--pacincia-xl-qbb.com/freecell/
1179,47.0,2.0,0.0,0.0,33.0,3.0,14.0,2.0,3.0,0.0,11.0,6.5,15.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://puntaarenas.cl/consejo_comunal/2015_2019/.iPay/
1180,72.0,3.0,1.0,1.0,12.0,1.0,26.0,4.0,1.0,0.0,9.0,5.75,10.0,10.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,"https://secure.runescape.com-as.ru/m=weblogin/loginform423,118,234,99959245,2167"
1181,22.0,2.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bladetv.top/painel.php
1182,33.0,1.0,1.0,0.0,14.0,2.0,13.0,2.0,2.0,0.0,10.0,6.0,6.0,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://csytravels.in/orbit/update/review
1183,34.0,1.0,1.0,0.0,21.0,3.0,13.0,2.0,3.0,0.0,10.0,6.0,6.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://csytravels.in/orbit/update/review/
1184,35.0,2.0,0.0,0.0,9.0,1.0,16.0,2.0,1.0,0.0,12.0,7.5,7.0,7.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://valeexpressa.com/ourtime/urtme.html
1185,20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://owa.royaltygist.com/
1186,119.0,3.0,0.0,4.0,1.0,0.0,61.0,3.0,0.0,0.0,36.0,19.666666666666668,0.0,0.0,0.0,9.0,0.0,1.0,48.0,1.0,44.0,1.0,-1.0,-1.0,-1.0,-1.0,1,https://638ca12d-ba2f-451c-8418-faf56b7de7ff.htmlcomponentservice.com/get_draft?id=638ca1_14694f4a84161543466426a12288de1a.html
1187,55.0,2.0,0.0,0.0,25.0,3.0,24.0,3.0,3.0,0.0,16.0,7.333333333333333,9.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://old.partiesunlimited.net/DHL/DHLAEJ3dI/DHLAEJ3dI/DHL3dI
1188,90.0,6.0,0.0,0.0,69.0,9.0,18.0,4.0,9.0,0.0,6.0,3.75,22.0,6.555555555555555,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://eproxy.pusan.ac.kr/link.n2s?url=https://www.wesellsupercars.eu//imgoe/DOE/DON/VAN/SGIM/SNE
1189,203.0,1.0,0.0,0.0,154.0,1.0,13.0,2.0,1.0,0.0,10.0,6.0,152.0,152.0,0.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://promocheck.my/&amp;data=02%7C01%7C%7C10ce69e30895484ed11808d8343fd9be%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637316796127752435&amp;sdata=S1blVi7VkCkqq156dfc57c/cF3qCueHhoehtZRqdQBk=&amp;reserved=0
1190,118.0,2.0,0.0,1.0,55.0,2.0,25.0,2.0,2.0,0.0,21.0,12.0,40.0,26.0,0.0,12.0,1.0,0.0,26.0,2.0,9.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://tamericans-melhorando.com/947dbd612c1ffb2efccc0d2390e1210dffb817d9/MeusProdutos/Prefetch.php?skullid=112064261&amp;amp
